WAFER_ID,sae_features_0,sae_features_1,sae_features_2,sae_features_3,sae_features_4,sae_features_5,sae_features_6,sae_features_7,sae_features_8,sae_features_9,sae_features_10,sae_features_11,sae_features_12,sae_features_13,sae_features_14
-4228160596,7.3867764,0.0,0.0,3.1728916,6.4604926,2.9513545,6.656631,4.961509,7.2710166,4.036551,0.0,0.0,6.695797,7.963119,0.0
-4228160580,7.354243,0.0,0.0,3.0972667,6.378731,2.8758693,6.6162295,5.121808,7.1759405,4.058417,0.0,0.0,6.520752,7.790382,0.0
-4226160424,7.8243675,0.0,0.0,3.4200068,6.247206,3.3039713,6.5333757,4.9275694,7.3560414,4.244965,0.0,0.0,6.92577,8.072331,0.0
-4226160416,7.2084346,0.0,0.0,2.8786628,6.0891857,2.665882,6.4586782,4.6852384,7.025727,3.8278122,0.0,0.0,6.2703776,7.9140673,0.0
-4226160396,7.787511,0.0,0.0,3.1585639,6.4842873,2.9596977,6.7009563,4.9274797,7.460323,4.207713,0.0,0.0,6.847263,8.438665,0.0
-4224160694,7.4736524,0.0,0.0,2.9492056,6.196616,2.9809866,6.1925673,4.680561,7.0948462,4.0304036,0.0,0.0,6.6004424,7.6422453,0.0
-4224160690,7.3536863,0.0,0.0,3.0553164,6.0627193,3.0377827,6.119336,4.681916,7.0426493,4.01468,0.0,0.0,6.5422378,7.531059,0.0
-4224160662,8.345163,0.0,0.0,3.5042126,6.813956,3.375074,6.9460883,5.220569,7.77144,4.4964,0.0,0.0,7.44169,8.690959,0.0
-4224160654,7.293405,0.0,0.0,3.1004748,6.011382,2.8150268,6.500293,4.7348866,6.976169,3.871115,0.0,0.0,6.36438,8.058047,0.0
-4224160650,7.717654,0.0,0.0,3.3305626,6.133023,3.2521791,6.394694,4.725918,7.1931496,4.145279,0.0,0.0,6.793728,7.9637356,0.0
-4224160646,7.7553544,0.0,0.0,3.6288652,6.5854883,3.4317102,6.821588,5.3520103,7.4338713,4.5311074,0.0,0.0,6.6950665,7.502514,0.0
-4224160600,7.7452626,0.0,0.0,3.7681067,5.947802,3.5851083,6.267485,4.9208193,7.31463,4.4071746,0.0,0.0,6.7392616,7.8495193,0.0
-4222160448,8.377499,0.0,0.0,3.8751304,6.6481395,3.1994796,7.206922,5.1361265,7.5146894,4.676191,0.0,0.0,7.43006,8.715444,0.0
-4222160428,6.5290008,0.0,0.0,2.5994797,5.975737,2.608127,5.793644,4.773803,6.786178,3.633955,0.0,0.0,5.8928366,6.7692404,0.0
-4222160420,6.646985,0.0,0.0,2.8012846,5.7268233,2.774713,5.784405,4.646772,6.6529913,3.692471,0.0,0.0,5.9163384,6.7942677,0.0
-4222160392,6.6248946,0.0,0.0,2.6442878,6.0495696,2.6338997,5.8920245,4.8401203,6.8722444,3.6412375,0.0,0.0,5.9481897,6.9021754,0.0
-4220160702,8.749616,0.0,0.0,5.10036,5.977793,4.286995,7.3171444,5.7289715,8.039896,4.9400053,0.29735857,0.0,7.304149,9.320324,0.0
-4220160694,9.991197,0.0,0.0,6.0299754,6.9689007,4.963317,8.522434,6.6661506,9.2937975,5.6707006,0.24091135,0.0,8.348314,10.582198,0.0
-4220160674,7.10795,0.0,0.0,3.1250029,6.1966515,3.0360265,6.1058955,4.916086,7.199734,3.9807334,0.0,0.0,6.306574,7.2969027,0.0
-4220160650,8.102709,0.0,0.0,3.9604676,6.1150284,3.5804195,6.773102,5.4503736,7.728008,4.516096,0.0,0.0,7.158941,8.502075,0.0
-4220160646,9.475724,0.0,0.0,6.0255866,6.6043687,4.8353734,8.164441,6.279008,8.455814,5.4322333,0.12856969,0.0,7.764579,9.490124,0.0
-4220160604,8.36462,0.0,0.0,3.5732012,6.611671,3.0304437,7.0786643,5.0969667,7.520201,4.6199765,0.0,0.0,7.4411683,8.703997,0.0
-4216160702,6.6442876,0.0,0.0,2.877508,5.6324987,2.7381935,5.810052,4.615407,6.606413,3.7084506,0.0,0.0,5.899008,6.8333697,0.0
-4216160694,7.210417,0.0,0.0,3.275685,6.231522,3.0753093,6.3718486,5.0956593,7.3018775,4.023514,0.0,0.0,6.3972936,7.424624,0.0
-4216160670,7.8362236,0.0,0.0,3.9007502,6.223758,3.5731435,6.6235185,5.3364267,7.711603,4.363034,0.0,0.0,6.7799273,8.163715,0.0
-4216160666,7.311791,0.0,0.0,3.3224428,6.2700057,2.936709,6.543102,4.6952457,7.0868807,3.8670092,0.0,0.0,6.447421,7.902139,0.0
-4216160662,7.5169787,0.0,0.0,3.6101515,6.2253013,3.2688866,6.5877547,5.0562253,7.2920394,4.164108,0.0,0.0,6.5862484,7.8314457,0.0
-4216160658,7.191155,0.0,0.0,3.4324245,5.9188085,3.162023,6.1656733,4.96536,7.0686755,4.08673,0.0,0.0,6.2685003,7.426937,0.0
-4216160650,7.095065,0.0,0.0,3.4386373,5.854709,3.166809,6.0141606,4.7764335,6.9442983,3.9980736,0.0,0.0,6.321332,7.1744294,0.0
-4216160642,6.985002,0.0,0.0,3.089996,5.973471,2.8490338,6.1841645,4.860324,7.0554338,3.8735003,0.0,0.0,6.227875,7.209476,0.0
-4216160640,10.055277,0.0,0.0,5.9509606,7.0889597,4.956458,8.551444,6.637058,9.184296,5.5788846,0.0,0.0,8.515391,10.615679,0.0
-4216160624,7.4019437,0.0,0.0,3.3002026,6.1401696,3.134801,6.3583703,4.9221773,7.109267,4.0998178,0.0,0.0,6.5235887,7.668163,0.0
-4210160444,9.502262,0.0,0.0,5.0054584,6.765392,4.2769604,8.07733,6.241703,8.558695,5.3280244,0.0,0.0,8.056125,10.169643,0.0
-4208160362,10.379153,0.0,0.0,5.6270237,7.536317,4.806474,8.609423,6.6093974,10.37241,5.664122,0.0,0.0,8.961482,11.472552,0.0
-4141512120,9.918236,0.0,0.0,5.5601053,7.2262516,4.647446,8.570962,6.5587344,9.060953,5.498746,0.0,0.0,8.486969,10.439696,0.0
-4141512096,9.278807,0.0,0.0,5.533582,6.55,4.642538,7.817875,5.900674,8.220941,5.229798,0.19954161,0.0,7.587229,9.296133,0.0
-4141512072,9.193778,0.0,0.0,5.454328,6.3938956,4.5641656,7.7462673,5.9285727,8.149919,5.173783,0.08896789,0.0,7.5534825,9.319509,0.0
-4139512004,8.757132,0.0,0.0,5.6579986,5.9909487,4.7495656,7.2345276,5.760791,7.930443,5.055835,0.44650573,0.0,7.2166953,8.657068,0.0
-4139511866,9.018549,0.0,0.0,5.385853,6.5330014,4.477631,7.8154974,5.9027605,8.092229,5.1505265,0.0,0.0,7.5917783,9.080965,0.0
-4139511854,9.254026,0.0,0.0,5.643146,6.446619,4.6915903,7.803321,5.97541,8.153374,5.290539,0.17707849,0.0,7.5462832,9.188812,0.0
-4139511850,8.9511795,0.0,0.0,5.3339496,6.2476425,4.4692287,7.593066,5.760774,7.9124503,5.067922,0.11340987,0.0,7.3700213,8.964781,0.0
-4139511842,8.794068,0.0,0.0,5.1580815,6.290448,4.3650293,7.318679,5.5653543,7.8935485,4.9306874,0.10130562,0.0,7.323549,8.920236,0.0
-4139511826,8.526272,0.0,0.0,5.2673664,5.9365215,4.4750776,7.1342487,5.6068993,7.843968,4.810449,0.16007304,0.0,7.1885014,8.680654,0.0
-4113511826,8.308965,0.0,0.0,3.502675,6.851176,3.4078522,6.9574733,5.111213,7.872129,4.403476,0.0,0.0,7.3583055,8.560058,0.0
-4113511818,7.839693,0.0,0.0,3.587528,6.432086,3.3956027,6.408043,5.005158,7.6210523,4.322581,0.0,0.0,6.887917,8.001355,0.0
-4113511814,7.3768973,0.0,0.0,2.9145684,6.1648455,2.9325328,6.267883,4.7018023,7.028817,3.9563498,0.0,0.0,6.624026,7.590618,0.0
-4113511808,7.0074773,0.0,0.0,2.8252172,5.770508,2.8887963,5.7305155,4.388621,6.721384,3.8568575,0.0,0.0,6.2133756,7.2187796,0.0
-4113511796,7.44044,0.0,0.0,3.0532246,6.260218,2.9936624,6.2570066,4.853932,7.1936755,4.0780334,0.0,0.0,6.705364,7.6712923,0.0
-4113511792,7.4701924,0.0,0.0,3.3164842,6.035038,3.1868887,6.1825438,4.706993,7.097655,4.1153145,0.0,0.0,6.468556,7.634764,0.0
-4113511780,7.2179346,0.0,0.0,3.295126,5.9698257,3.166841,6.023326,4.781986,7.034555,4.060064,0.0,0.0,6.364246,7.3695097,0.0
-4113511756,7.0093355,0.0,0.0,2.940652,5.6833935,2.9664054,5.706319,4.404986,6.6131377,4.016318,0.0,0.0,6.119647,7.0655017,0.0
-4113511752,7.3778334,0.0,0.0,3.3680763,6.009195,3.2235255,5.968943,4.7386756,7.1631308,4.168511,0.0,0.0,6.4897747,7.46825,0.0
-4113511748,7.0243483,0.0,0.0,3.0063245,5.660459,3.0056143,5.7397084,4.351204,6.7125525,3.951072,0.0,0.0,6.216357,7.2306685,0.0
-4111512062,9.364941,0.0,0.0,5.8074374,6.647141,4.6760483,8.049478,5.997965,8.524338,5.2190814,0.0,0.0,7.830644,9.822028,0.0
-4111512058,9.7161045,0.0,0.0,6.0045214,6.7758913,4.8989944,8.283146,6.435639,8.799833,5.4955964,0.0052783675,0.0,8.129201,9.943884,0.0
-4111512050,10.071256,0.0,0.0,5.6159368,7.236081,4.7661157,8.658674,6.6909566,9.146003,5.6940703,0.0,0.0,8.495657,10.720454,0.0
-4111511824,8.10085,0.0,0.0,3.2545803,6.5000224,3.2662363,6.6887903,4.9516597,7.529414,4.3671503,0.0,0.0,7.219171,8.31191,0.0
-4111511820,6.916764,0.0,0.0,2.887431,5.6457286,2.961279,5.5568,4.304803,6.6678853,3.876377,0.0,0.0,6.1549478,7.0937395,0.0
-4111511816,9.181826,0.0,0.0,5.1261806,6.573936,4.3023515,7.639008,5.8844166,8.347539,5.2046576,0.0,0.0,7.812747,9.648095,0.0
-4045511828,9.297528,0.0,0.0,5.0759654,6.682042,4.25824,7.9186687,5.954224,8.373237,5.054751,0.0,0.0,7.9364734,9.776478,0.0
-4045511812,10.087682,0.0,0.0,5.802486,6.9704127,4.879166,8.490315,6.6638584,9.14243,5.648056,0.0,0.0,8.465663,10.582679,0.0
-4043511808,8.628932,0.0,0.0,4.942366,6.147201,4.1406665,7.329491,5.5931196,7.8309994,4.7302403,0.0,0.0,7.3460064,8.99989,0.0
-4043511796,9.366503,0.0,0.0,4.849939,6.8579106,4.135575,8.004937,6.1466,8.555923,5.0764585,0.0,0.0,8.090875,9.966805,0.0
-4043511570,9.871924,0.0,0.0,4.6805263,7.33641,3.9863515,8.605945,6.2445393,8.763984,5.3165517,0.0,0.0,8.510471,10.505187,0.0
-4041511872,10.148574,0.0,0.0,4.970291,8.2366495,4.087541,8.947473,6.4786716,9.606961,5.6961436,0.0,0.0,8.882682,10.69361,0.0
-4041511860,10.981331,0.0,0.0,4.2406354,9.474598,3.683064,9.634906,6.871325,11.017512,5.8276215,0.0,0.0,10.056466,12.381984,0.0
-4041511852,10.746671,0.0,0.0,3.9681723,9.479857,3.4402199,9.443355,6.8033743,10.402974,5.8192496,0.0,0.0,9.85637,11.789382,0.0
-4039511800,10.608028,0.0,0.0,4.421021,8.856729,3.8091192,9.102629,6.6993804,9.98746,5.835516,0.0,0.0,9.431023,11.245711,0.0
-4039511788,10.770069,0.0,0.0,4.023176,9.510961,3.437696,9.697223,6.7979283,10.610831,5.722156,0.0,0.0,9.80144,11.832802,0.0
-4039511784,10.723917,0.0,0.0,4.2442822,9.1282015,3.7001262,9.220037,6.6722817,9.980498,5.7916102,0.0,0.0,9.528576,11.260495,0.0
-4039511574,10.9277315,0.0,0.0,4.5580387,9.116638,3.9745126,9.264589,6.834031,10.229567,6.061004,0.0,0.0,9.735789,11.504876,0.0
-4039511566,10.601867,0.0,0.0,3.9356637,9.322812,3.4277506,9.380118,6.740814,10.18319,5.7135115,0.0,0.0,9.711987,11.58224,0.0
-4039511558,10.732475,0.0,0.0,4.667972,9.04935,3.9940023,9.301422,6.7925687,10.549477,5.8096013,0.0,0.0,9.634318,11.94264,0.0
-4039511554,11.314544,0.0,0.0,4.4618244,9.768291,3.8117805,9.837944,7.1488132,10.872787,6.223531,0.0,0.0,10.230041,12.247182,0.0
-4037511832,9.512447,0.0,0.0,4.8723035,7.139154,3.996441,8.174755,5.8748817,8.880913,5.1246457,0.0,0.0,8.187334,10.197468,0.0
-4037511828,9.814883,0.0,0.0,5.078328,7.339386,4.1484027,8.948832,6.5397487,9.244565,5.2575283,0.0,0.0,8.652202,10.958495,0.0
-4037511816,9.979026,0.0,0.0,5.6549463,7.0528145,4.590228,8.679083,6.521767,8.988978,5.5305195,0.0,0.0,8.353168,10.574348,0.0
-4037511812,10.057249,0.0,0.0,5.6362605,7.0981007,4.6149383,8.638715,6.529612,8.9399185,5.6332936,0.0,0.0,8.415692,10.405131,0.0
-4033511582,9.285723,0.0,0.0,4.8917804,7.0902863,3.9843497,8.2974825,6.12131,8.437042,5.1488557,0.0,0.0,8.055208,9.85131,0.0
-4033511524,9.842291,0.0,0.0,4.79371,7.799043,4.136471,8.518616,6.107078,8.805665,5.411578,0.0,0.0,8.430031,10.254729,0.0
-4027511790,8.875226,0.0,0.0,5.1898975,6.5719056,4.4211254,7.7400856,5.778725,7.873999,5.098827,0.0,0.0,7.4109297,8.654166,0.0
-4027511786,8.657997,0.0,0.0,5.3791804,5.9752703,4.460995,7.27681,5.6146197,7.8714466,4.9330616,0.24599834,0.0,7.083548,8.703972,0.0
-4027511782,8.495946,0.0,0.0,4.354511,6.614179,3.7740598,7.5243325,5.3550715,7.709516,4.590236,0.0,0.0,7.4630904,8.99787,0.0
-4027511762,7.920501,0.0,0.0,3.1331632,6.2394705,2.8813457,6.9715624,5.081821,7.3123827,4.269583,0.0,0.0,6.9871836,8.7788105,0.0
-4027511568,9.117887,0.0,0.0,5.0713067,6.384156,4.4220114,7.64011,5.9361186,8.05593,5.1554136,0.15942168,0.0,7.425223,9.387536,0.0
-4027511564,8.693562,0.0,0.0,4.4178987,6.755319,3.7865868,7.618513,5.3220177,7.625788,4.7187276,0.0,0.0,7.444889,8.795917,0.0
-4027511556,8.714574,0.0,0.0,3.880776,6.5591893,3.491343,7.5868006,5.673957,8.093906,4.747238,0.0,0.0,7.5644045,9.714273,0.0
-4025511554,8.012332,0.0,0.0,3.4711914,6.4505234,3.1680555,6.9775414,5.0279326,7.379519,4.394024,0.0,0.0,7.205477,8.548171,0.0
-4025511548,8.627701,0.0,0.0,4.6429453,6.4222827,3.862307,7.584511,5.540148,8.017298,4.778735,0.0,0.0,7.4045696,9.201048,0.0
-4025511496,8.201167,0.0,0.0,3.7050176,6.6753755,3.479559,6.9735622,5.3937078,7.80808,4.511101,0.0,0.0,7.3235903,8.6869755,0.0
-4023511802,7.609949,0.0,0.0,4.3900576,5.687164,3.8221726,6.250047,5.2287345,7.341374,4.45259,0.0,0.0,6.605441,7.4923,0.0
-4023511798,8.511293,0.0,0.0,5.272595,6.1693935,4.325822,7.643627,5.9058247,8.039493,4.8257957,0.0,0.0,7.1278152,8.732356,0.0
-4023511794,8.504675,0.0,0.0,4.8840194,6.577047,4.212017,7.0948462,5.823288,8.186123,4.962615,0.0,0.0,7.433616,8.474304,0.0
-4023511746,8.382223,0.0,0.0,4.045843,6.2717924,3.6235251,7.203528,5.685582,7.878328,4.631774,0.0,0.0,7.432596,8.923117,0.0
-4023511592,8.610346,0.0,0.0,4.275902,6.6206417,3.7268538,7.565843,5.8752165,8.051464,4.7379336,0.0,0.0,7.619862,9.185369,0.0
-4021511602,7.6073265,0.0,0.0,3.838454,5.935513,3.3914957,6.537611,5.098651,7.221625,4.3056784,0.0,0.0,6.7121086,7.7705193,0.0
-4019511806,8.244825,0.0,0.0,4.8747597,6.0931735,4.2303963,6.75311,5.575586,7.922696,4.773367,0.0,0.0,7.0983396,8.250466,0.0
-4019511794,8.427315,0.0,0.0,4.7432995,6.2775908,4.1585455,7.0335402,5.6730623,8.138979,4.730418,0.0,0.0,7.2327127,8.721545,0.0
-4019511774,9.507991,0.0,0.0,5.124269,7.0668025,4.1931953,8.198719,6.234583,8.173341,5.536892,0.0,0.0,7.864216,9.192376,0.0
-4019511770,8.416179,0.0,0.0,4.6854663,6.3351703,4.1425467,6.983002,5.5477796,8.082017,4.73157,0.02840871,0.0,7.236314,8.642489,0.0
-4017511504,8.37571,0.0,0.0,4.7294946,6.062327,4.1745977,6.8729944,5.537785,7.9659033,4.7732434,0.06767063,0.0,7.215056,8.572949,0.0
-3784722864,9.522304,0.0,0.0,5.617926,6.769764,4.677216,8.214572,6.3013496,8.71769,5.3080277,0.009953862,0.0,8.006782,9.892124,0.0
-3784722786,8.66498,0.0,0.0,4.687385,6.518682,4.1006536,7.5314155,5.6800175,7.991395,4.762974,0.0,0.0,7.6015153,9.069418,0.0
-3784722774,8.598926,0.0,0.0,5.2395124,5.9133363,4.3755083,7.2579618,5.5811696,7.8768554,4.799177,0.15784965,0.0,7.1582913,8.925198,0.0
-3784722770,8.932718,0.0,0.0,5.2482686,6.3543324,4.404743,7.5183825,5.594336,7.7925344,5.070988,0.0,0.0,7.5414147,8.865919,0.0
-3784722766,8.471485,0.0,0.0,4.65799,6.28531,3.9350777,7.393984,5.431989,7.5557003,4.687158,0.0,0.0,7.247157,8.724882,0.0
-3784722762,8.680738,0.0,0.0,5.7289786,5.954049,4.715871,7.258647,5.664806,7.847813,5.0123186,0.39162666,0.0,7.1180797,8.606939,0.0
-3780722694,10.208324,0.0,0.0,4.5384765,8.313584,3.832693,9.020862,6.5952044,9.628823,5.5495543,0.0,0.0,9.173704,11.165083,0.0
-2701400532,6.794937,0.0,0.0,2.9466763,5.9765,2.8087978,6.0445504,5.0039587,6.9550505,3.7835824,0.0,0.0,6.05579,7.041118,0.0
-2699400364,9.096299,0.0,0.0,5.1181755,6.50438,4.3449616,7.679131,5.758086,8.165924,5.0070076,0.108227834,0.0,7.4369173,9.461407,0.0
-2579249814,6.889544,0.0,0.0,2.9177895,5.8291297,2.8354678,5.8101883,4.8363714,6.8553967,3.9484887,0.0,0.0,6.0203457,7.119397,0.0
-2579249810,9.295335,0.0,0.0,5.105043,6.728633,4.268878,7.841998,6.1099763,8.442193,5.282006,0.0,0.0,8.001086,9.740422,0.0
-2579249784,9.422367,0.0,0.0,5.154421,6.8109794,4.335472,7.927314,6.1845345,8.509373,5.358238,0.0,0.0,8.05308,9.805726,0.0
-2569250038,9.019711,0.0,0.0,4.7300124,6.826414,3.9226751,7.9213767,5.7111325,8.189919,4.870824,0.0,0.0,7.794014,9.628838,0.0
-2569250030,9.546166,0.0,0.0,4.562282,7.3934593,3.854,8.478483,6.0939426,8.670174,5.102389,0.0,0.0,8.375976,10.479688,0.0
-2569249820,9.202282,0.0,0.0,4.436055,7.233016,3.7585092,8.271816,5.7948437,8.327759,4.8899765,0.0,0.0,8.147624,10.096712,0.0
-2569249800,9.241677,0.0,0.0,4.3729224,7.4646487,3.62785,8.449163,5.9081545,8.477694,4.877238,0.0,0.0,8.237228,10.214462,0.0
-2567249792,8.947479,0.0,0.0,3.9573333,6.8248553,3.5642924,7.414754,5.3704,8.09778,4.685742,0.0,0.0,7.6558976,9.782262,0.0
-2567249788,8.82999,0.0,0.0,4.0558305,6.659147,3.6534615,7.429103,5.4363513,7.8495107,4.7519655,0.0,0.0,7.560493,9.452741,0.0
-2567249764,9.501916,0.0,0.0,4.570208,7.481261,3.858657,8.53551,6.0606613,8.61517,5.0700483,0.0,0.0,8.401374,10.366247,0.0
-2567249756,10.16756,0.0,0.0,5.145931,7.4305234,4.3687944,8.8452635,6.6688547,9.0956545,5.6014037,0.0,0.0,8.70702,10.885945,0.0
-2567249752,9.894835,0.0,0.0,6.0832357,6.8532977,4.949922,8.323853,6.4500146,8.838209,5.7017145,0.08217863,0.0,8.141181,9.861893,0.0
-2567249744,9.080858,0.0,0.0,4.3619833,7.151902,3.588431,8.259538,5.757376,8.280224,4.821297,0.0,0.0,8.036758,10.042771,0.0
-2565249998,9.082265,0.0,0.0,5.192658,6.8638744,4.3135686,7.9605045,5.8236055,8.067417,5.1618915,0.0,0.0,7.8114367,9.057495,0.0
-2565249990,8.531809,0.0,0.0,4.835672,6.195917,4.1506753,7.325598,5.5010467,7.700457,4.7467403,0.0,0.0,7.309473,8.721911,0.0
-2149929672,7.6300354,0.0,0.0,4.554889,5.8234477,3.9208379,6.3627367,5.3710785,7.4340496,4.464188,0.0,0.0,6.606398,7.5497575,0.0
-2149929534,7.866767,0.0,0.0,3.9294538,5.860432,3.6491141,6.4983187,5.4189672,7.5493174,4.383781,0.0,0.0,6.7688475,8.384677,0.0
-2143929768,8.324939,0.0,0.0,3.7421877,6.375956,3.3409853,7.229399,5.410075,7.73399,4.5589924,0.0,0.0,7.3483095,9.068878,0.0
-2143929760,8.567284,0.0,0.0,3.458427,6.5805206,3.1518068,7.461186,5.3984194,7.833165,4.619159,0.0,0.0,7.4646955,9.584287,0.0
-2143929740,8.528907,0.0,0.0,3.6811461,6.655716,3.2252665,7.5490384,5.52818,7.9952784,4.645912,0.0,0.0,7.4693,9.357932,0.0
-2143929718,7.8308196,0.0,0.0,3.427454,6.3992376,2.976766,7.06598,5.046842,7.2978787,4.245712,0.0,0.0,6.9914675,8.435503,0.0
-2143929710,7.960641,0.0,0.0,2.927211,6.447801,2.7642398,7.1008735,5.050522,7.411776,4.2624187,0.0,0.0,7.101204,8.97491,0.0
-2141929700,8.883243,0.0,0.0,4.761753,6.669224,4.1593924,7.724327,5.809469,8.2106495,4.868404,0.0,0.0,7.732229,9.328131,0.0
-2141929518,8.022623,0.0,0.0,3.0965905,6.325199,2.854134,7.078381,5.0891905,7.3699455,4.3589263,0.0,0.0,7.091535,8.943518,0.0
-2141929514,7.599699,0.0,0.0,3.3596642,6.2458487,2.975514,6.757093,4.8087115,7.078839,4.132522,0.0,0.0,6.76724,8.143572,0.0
-2141929506,8.036758,0.0,0.0,2.860615,6.673287,2.8253145,7.0652,4.9252815,7.693127,4.2216825,0.0,0.0,7.144802,9.354138,0.0
-2141929486,9.089523,0.0,0.0,3.8170655,7.3449,3.3989596,7.8430295,5.5590053,8.3493395,5.0203238,0.0,0.0,8.026036,9.857599,0.0
-2139929788,8.209053,0.0,0.0,3.8415403,6.384702,3.501886,7.107353,5.5023875,7.7850666,4.478052,0.0,0.0,7.354286,8.642457,0.0
-2139929772,8.423213,0.0,0.0,4.064306,6.5301776,3.6104918,7.231329,5.562617,7.965715,4.639556,0.0,0.0,7.435558,9.039513,0.0
-2139929744,8.483501,0.0,0.0,4.2302647,6.295457,3.8142595,7.148807,5.66202,8.071455,4.6986747,0.0,0.0,7.4618297,9.052524,0.0
-2139929710,8.199132,0.0,0.0,4.9841866,6.135288,4.238684,6.962914,5.905634,8.022823,4.741999,0.0,0.0,7.017479,8.07246,0.0
-2137929694,7.7160206,0.0,0.0,4.118895,6.19788,3.573039,6.6917744,5.383084,7.4645534,4.4181705,0.0,0.0,6.8303447,7.8089523,0.0
-2137929686,8.33681,0.0,0.0,4.496709,6.3966346,4.0758715,7.0115743,5.765031,7.942295,4.7038894,0.0,0.0,7.225864,8.5237665,0.0
-2137929682,9.033558,0.0,0.0,4.3972335,6.8233867,3.877421,7.8813186,6.0374055,8.387942,4.9456444,0.0,0.0,7.877223,9.793646,0.0
-2135929472,9.716637,0.0,0.0,5.4287577,6.6710753,4.6212373,8.308792,6.4007745,8.777123,5.359121,0.16955663,0.0,7.9981174,10.639625,0.0
-2135929468,9.594639,0.0,0.0,6.0480146,6.7027435,4.9335647,8.126661,6.3481236,8.569262,5.52799,0.17666352,0.0,7.8829975,9.512556,0.0
-2135929452,9.823709,0.0,0.0,5.7962327,6.8732853,4.811583,8.354798,6.5025578,8.941265,5.5416245,0.057975136,0.0,8.24277,10.235421,0.0
-2135929440,9.319899,0.0,0.0,5.7946496,6.5573263,4.7643256,7.9448395,6.1598105,8.389329,5.308364,0.10009039,0.0,7.788978,9.42357,0.0
-2135929432,9.411117,0.0,0.0,5.8816557,6.6387506,4.774689,7.992276,6.1196938,8.449321,5.3933616,0.2431608,0.0,7.6896696,9.461736,0.0
-2135929424,9.030316,0.0,0.0,6.1550064,6.0417743,5.058362,7.5217113,6.0607038,8.184146,5.467491,0.50592786,0.0,7.0791655,8.743635,0.0
-2133929500,9.910891,0.0,0.0,6.0118484,6.9087815,4.906275,8.446515,6.5094423,9.08643,5.6051607,0.20641777,0.0,8.176817,10.316604,0.0
-2133929492,9.693823,0.0,0.0,5.6499944,6.72009,4.704842,8.267753,6.4873767,8.728074,5.526971,0.18851489,0.0,7.984967,10.224503,0.0
-2131929482,8.816745,0.0,0.0,4.969514,6.306404,4.2412357,7.5763025,5.794838,8.101326,4.8630095,0.0,0.0,7.4400334,9.275635,0.0
-2131929478,9.319044,0.0,0.0,5.521674,6.4498124,4.612543,7.906956,6.0558867,8.389521,5.182506,0.2038205,0.0,7.6372666,9.768119,0.0
-2131929464,8.959196,0.0,0.0,5.626137,6.254203,4.7198715,7.5128093,5.8648505,8.210227,5.0824103,0.1651912,0.0,7.528556,8.978338,0.0
