WAFER_ID,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE
-4228160604,0.03037183405935526,0.7818882855246996,0.15276188783425826,0.03018989104865674,0.3302385523754621,0.3706317656412456,0.3572982492489387,0.17216736786991413,0.3213089966643979,0.030371834060167396,0.030371834059551826,0.11605287363733467,0.9949238577684273,0.2916020094158497,0.3631810490703864,0.15139726958100524,0.8351945854483922,1.0,0.24107870736965334
-4228160600,0.0053771976094482915,0.765390208434705,0.43688383802674013,0.025000000000000064,0.3423589057876276,0.3889234356781967,0.3744178675054255,0.14577876363750786,0.34067719057492946,0.0053771976094487165,0.005377197609451514,0.13991123619821996,0.9946236559139785,0.29096328486266626,0.38372759856660876,0.2039682411863821,0.8337813620071679,0.21505376344086022,0.26060878174591734
-4228160596,0.0047672084193224945,0.7649181006620444,0.4200857038653047,0.024853118648373987,0.33399449481767823,0.37816265060240983,0.364146352985639,0.1473668769812242,0.33213652482335393,0.004767208419333026,0.004767208419325787,0.1302083333332553,1.0,0.2818571891191705,0.38500000000024465,0.20064174571455892,0.834548611111111,1.0,0.2527770342613585
-4228160580,0.011460202771694841,0.7687833252540934,0.6043386020057904,0.026067073170731706,0.335709213328507,0.3810164515931746,0.36624192824337876,0.13834993817281172,0.3330057241609814,0.01146020277171413,0.011460202771691205,0.133972677409385,0.9949238578680203,0.2852371058099479,0.362673434856415,0.1903337886569123,0.8340101522842643,0.23857868020304568,0.2534375373646593
-4226160424,0.9506951216747418,0.7402021507687327,0.3853171708746063,0.017079623177184155,0.3428050552392927,0.3879135589978961,0.37286590121057267,0.14248750788619124,0.33929978610899336,0.9506951216773676,0.9506951216746411,0.13841838002903656,1.0,0.2920196288071942,0.3785890652559813,0.20507070082683793,0.8323633156966485,0.21693121693121692,0.25809229235366477
-4226160416,0.010221069004790162,0.7678218097145626,0.5704344082926252,0.02576552712248439,0.35387468501270075,0.4032523536770029,0.3883622665824074,0.14132298799573084,0.355005231950503,0.010221069004800881,0.01022106900479471,0.11141673084675108,0.9781420765027322,0.30370338911067724,0.0,0.06867840316017715,0.8249544626593797,0.17486338797814208,0.26960835936875394
-4226160396,0.002972780358507109,0.7639465531405039,0.37040957092529075,0.024546825291622467,0.3425321018237384,0.39463069669984285,0.3799171842650107,0.14428612321491063,0.3477798334882389,0.002972780358513876,0.0029727803585109683,0.13083600817033042,1.0,0.2823411804460467,0.23536231884073477,0.22379202934702322,0.8403985507246378,1.0,0.2637906153991337
-4224160694,0.912185666447604,0.7115850702852234,0.4085101075949074,0.008079268292682905,0.346103251093229,0.38911292839752726,0.35904033461398327,0.13920464236575694,0.3281556608979281,0.9121856664487852,0.9121856664475892,0.13607121744263617,1.0,0.2936588901715488,0.3683937823836128,0.19566505164506193,0.8330742659758199,0.21761658031088082,0.2597219602580933
-4224160690,0.9140870270953566,0.7125545322341794,0.46093645335520556,0.00838414634146351,0.34581526911208754,0.3921686746987951,0.3625804063121841,0.13756662138154452,0.33025401650078057,0.9140870270976653,0.9140870270953262,0.13938159156268634,0.9948979591836735,0.2957465369567518,0.36493197278928424,0.19322037352114854,0.8346088435374148,0.21428571428571427,0.2625420617928994
-4224160662,0.9742751710311887,0.757149781870525,0.052249249402042786,0.0224085365853659,0.3543649837319274,0.41762398430933023,0.40259979960976683,0.12434715299161302,0.3682830282045769,0.9742751710339465,0.9742751710312081,0.11134306227557952,0.9941860465116279,0.30875707916616546,0.2600387596900294,0.21968500737243188,0.8344961240310073,0.16279069767441862,0.27859668343244265
-4224160654,0.0035584751809516505,0.7644207464857429,0.3867314304943643,0.024695121951219746,0.34945624323762253,0.3949821263074275,0.3795818693777882,0.14795975787197443,0.34514846855343756,0.003558475180958222,0.0035584751809549036,0.13349067040334298,0.9945054945054945,0.2910237430962816,0.39641025641044986,0.2040263780151858,0.8347985347985344,1.0,0.2635362496177642
-4224160650,0.955898365510589,0.7435773145903548,0.5289458662346797,0.018140243902439065,0.3529792746103649,0.40425615505500284,0.38871635610766075,0.1483651919468211,0.3540703052736406,0.9558983655121679,0.9558983655100538,0.1314560840384624,1.0,0.29812457760756983,0.3916666666668917,0.21740215763284038,0.8317028985507239,0.18478260869565216,0.27015641001778784
-4224160646,0.9374552795185341,0.7329385034908747,0.020678855507312688,0.014939024390244053,0.35505733860367383,0.3907154685091073,0.37605184253796287,0.15326917143084978,0.3411414742368762,0.9374552795206506,0.9374552795185283,0.1012436782339588,0.976303317535545,0.32865947990079336,0.0,0.15316835173763663,0.8249605055292247,0.15165876777251186,0.25989222322591415
-4224160600,0.8853063096438586,0.6897721764225508,0.8873936299749624,0.0012203590785907323,0.3562032239511926,0.39979919678714826,0.3698916603678506,0.14578964480208076,0.3360047281309036,0.8853063096878775,0.885306309643506,0.1293810589090928,0.9944444443448994,0.29035693724812905,0.2362592592546984,0.207954734555656,0.8340740740740726,0.19444444444444445,0.26720199857023635
-4222160448,0.3217004068810921,0.0,0.30797854024824145,0.10076219512195166,0.34078535546046734,0.3883065255947646,0.3736431967033854,0.1422155299499813,0.34172156820456073,0.3217004068817842,0.3217004068811187,0.13184342315938813,1.0,0.29028694668735716,0.36365482233520896,0.19298210045316538,0.8304568527918779,0.2182741116751269,0.25877455189750403
-4222160428,0.28424942267059505,0.9801260300535637,0.2385458729046443,0.0925304878048779,0.3436114523786794,0.3914544777046326,0.3762652827454008,0.138553081094126,0.3441105505600063,0.28424983183442043,0.2842498318338865,0.1331557462117988,0.9948453608247423,0.2945489023022281,0.3715463917528101,0.1969674354445148,0.8343642611683844,1.0,0.26028168392248097
-4222160420,0.2836148353255494,0.9796437596417565,0.22105099467927164,0.09237959638479634,0.33956234712297595,0.3867041771145492,0.3715482809028859,0.14017876041129024,0.33821146992184753,0.2836148353260892,0.28361483532556503,0.10407794773952622,1.0,0.290734068015045,0.36774957698826727,0.19461417011513593,0.830879864636209,0.16751269035532995,0.2571332297091641
-4222160392,0.28488319965255354,0.9801486340886125,0.2560288432102518,0.09253838619992401,0.345458938493988,0.39263374742493257,0.37736890956728136,0.1523532109570143,0.34421783706380327,0.2848836109364016,0.28488361093585846,0.13288938345436144,1.0,0.29586029155145177,0.37544041450799626,0.196272948090586,0.8313471502590668,1.0,0.26106445063307393
-4220160702,0.439879881058388,0.09694619486189292,0.44844245568242147,0.1312508563990137,0.35404901903607433,0.3938134560714761,0.3784809804071447,0.1492997049226142,0.34735835524809466,0.43987988105921993,0.4398798810583452,0.1350011311363118,1.0,0.29366303778308217,0.2423220973784747,0.2150285807241759,0.8350187265917598,1.0,0.2620479753628734
-4220160694,0.46210697379853316,0.11343226014929828,0.12273828851079734,0.13643538552321027,0.3314251490323971,0.3782614328280857,0.3630921902811309,0.13483139438846561,0.3297757950132169,0.4621069737994477,0.46210697379853716,0.11066608934103335,0.9946236559139785,0.2808652292606837,0.38992831541236245,0.20087342105104314,0.835125448028673,1.0,0.2520549837675356
-4220160674,0.2871209921469692,0.9820649539501763,0.3176948107161415,0.09314024390243929,0.3409487503010422,0.3897996129596101,0.37411441260442035,0.14131584233846672,0.34299415720487975,0.2871209921475262,0.28712099214695586,0.13168967555719463,1.0,0.2921957636446623,0.3687046632126965,0.2036608299983364,0.8341105354058721,0.21243523316062177,0.25959991567843194
-4220160650,0.32380978489465806,0.7619970916140061,0.5183739764032237,0.3403963414634161,0.33335558997815623,0.37882250652092836,0.3638754470860512,0.13822125355394838,0.3336038604963476,0.32380978489535495,0.32380978489467327,0.1098041929010527,1.0,0.27956572832647825,0.37580756013763095,0.19761337375359492,0.8323883161512026,0.17525773195876287,0.253636945628203
-4220160646,0.5885666107447277,0.20794958797906557,0.539274942337869,0.16615853658536658,0.33463100406007934,0.3762552914360142,0.36248084819513443,0.13814231202673058,0.3326854514094835,0.5885666107460172,0.5885666107447338,0.14019590059850018,0.9945945945945946,0.27916258227139096,0.3937297297299658,0.20266087355434045,0.8342342342342339,0.23243243243243245,0.2520516233579626
-4220160604,0.3223367970370025,0.0004847309743085991,0.3254979810053147,0.10091463414634178,0.3420623898286115,0.39684511240839637,0.3809757580007949,0.14517831959517052,0.34799298091750414,0.322336797037671,0.32233679703700224,0.13088978066829676,1.0,0.29514983173975773,0.37563573883177015,0.19365024627982846,0.8319587628865972,0.20618556701030927,0.2644098103712742
-4216160702,0.27119619804491135,0.9650993698493004,0.19264683579938205,0.08780487804878039,0.33582568101271604,0.3832876058690207,0.3690307806290834,0.143207645563386,0.33508531704303496,0.2711961980456456,0.2711961980449517,0.14162070569466761,0.995049504950495,0.2966577745857496,0.3539273927394478,0.18609214890512915,0.8326732673267322,0.19801980198019803,0.2561960692858686
-4216160694,0.2718452985162028,0.9651165068029668,0.21073978294964,0.08781103720128118,0.34233526979541756,0.39088475112571486,0.3768180672942579,0.14634641957246192,0.343283902859017,0.2718452985168947,0.2718452985161984,0.13229611551750556,0.9949494949494949,0.2938844402574979,0.3654882154884159,0.19158131489609423,0.8311447811447803,0.21212121212121213,0.26106893344604426
-4216160670,0.18818868448330006,0.9015996122154796,0.5359790117654912,0.0678353658536586,0.33864579659724,0.38812842995016716,0.37331861191247906,0.14590171468841082,0.33962348223301053,0.18818868448368783,0.18818868448328424,0.1391826838609154,1.0,0.2960692293085212,0.37874345549758065,0.20316122674600817,0.8333333333333333,0.2198952879581152,0.25856250770791006
-4216160666,0.15423603538422945,0.8783325254483515,0.5775489949892968,0.06051829268292685,0.3596081429248476,0.41740733425505266,0.40183140651524746,0.15817813328216634,0.36937565399439404,0.1542360353846686,0.15423603538422745,0.1275167785234222,1.0,0.29973951697386686,0.3848816029145914,0.20720285691658036,0.8332422586520939,0.18579234972677597,0.27779923005833956
-4216160662,0.1783535860578747,0.8957853010863717,0.26481467082804555,0.0660076451652844,0.3370505773115591,0.3864350804232155,0.3720087019579408,0.14454379704343498,0.3394535046987249,0.17835358605817314,0.17835358605789473,0.10647974653349102,1.0,0.2892874990137037,0.3648392554993505,0.19778707573134055,0.8335025380710659,0.16751269035532995,0.25774193197779627
-4216160658,0.1991952324544733,0.9088705768293927,0.8394097514442419,0.07012195121951235,0.3411584960797707,0.3878035217794252,0.3734286877144022,0.14313582053157775,0.33963993453420394,0.19919523245488607,0.1991952324544804,0.13539838237818347,0.9948717948717949,0.2914175634382895,0.3744957264959754,0.19457992498407675,0.8332478632478629,0.21025641025641026,0.25802448800328104
-4216160650,0.20106944885430975,0.9098400387783531,0.8912860138575743,0.07042762322154465,0.3419284326414859,0.3886922690763053,0.3743622448979594,0.1464962813947819,0.3424423758871235,0.2010694488546413,0.20106944885431535,0.13660514541379878,0.9947916666666666,0.292854058721935,0.3804861111112176,0.19601587202506687,0.8328993055555555,0.21354166666666666,0.2597251962885343
-4216160642,0.2705572152707047,0.9646146388754764,0.1750657560283766,0.08765243902439024,0.34449416444134967,0.3952050626749422,0.38075769028149986,0.14314320971233924,0.3463571889110316,0.27055721527133963,0.2705572152706613,0.13092332723193184,0.9949494949494949,0.2959909980635376,0.3648821548823444,0.1883840905306473,0.833080808080808,0.20707070707070707,0.26337248285875803
-4216160640,0.47840193750558535,0.12360639844854379,0.571924650365412,0.13963414634146348,0.33535143050138494,0.38006809848087925,0.3645617667356803,0.14870710219140632,0.33551110083318514,0.47840193750679305,0.47840193750560955,0.14123139772387217,1.0,0.28490369452579445,0.3923188405798691,0.2335328528942816,0.8317934782608695,0.22826086956521738,0.25386369984188456
-4216160624,0.1621537919909771,0.8826976157761548,0.7958639924710066,0.061892613420952966,0.3411903675256531,0.38812659966290025,0.37396167447980944,0.14482187460912485,0.342597288061485,0.16215379199124635,0.16215379199099778,0.13494105782930585,0.9948186528497409,0.29074606029692096,0.37447322970656416,0.20111283851399572,0.8316062176165802,0.21761658031088082,0.25918940209270275
-4210160444,0.42747386803258514,0.08919049927284928,0.10641483358274248,0.1288109756097562,0.3349059176428715,0.3771591629676593,0.3626327724072089,0.14605936934508926,0.3310750279961318,0.4274738680334787,0.4274738680325202,0.10757682797587863,1.0,0.2860239978183803,0.3755438596492364,0.19835509893033054,0.8318421052631567,0.17894736842105263,0.252180773132179
-4208160362,0.3786556096830651,0.0451017662724887,0.7993509207570159,0.11494758838037819,0.3491150957665859,0.3952213347773107,0.3803791179393112,0.14776883686905654,0.34705952665621503,0.37865560968385165,0.37865560968300643,0.13264459693832495,0.9943820224719101,0.2675816498806545,0.12535580524368903,0.20628888128459194,0.8352996254681635,0.20786516853932585,0.26416524312513134
-4141512120,0.49673697992681715,0.13864608905532877,0.02425825274698735,0.14436467348544466,0.3427767563642686,0.38787407695297216,0.3724550752200526,0.14652012491052532,0.3397277510873704,0.49673697992799903,0.496736979926835,0.13891895792732573,0.9946236559139785,0.29139506379185526,0.3803584229392389,0.2033106254594076,0.8326164874551967,0.22043010752688172,0.25867467937663957
-4141512096,0.7392626104533677,0.3252544837610586,0.726064591519338,0.20304878048780492,0.3368418197098487,0.385680943669967,0.3695076634493242,0.14743179737798603,0.33594742118813636,0.7392626104551402,0.7392626104534162,0.1076109490845795,0.9947643979057592,0.283902558120609,0.373752181501191,0.18103995838683362,0.8333333333333333,0.16753926701570682,0.2570041593329413
-4141512072,0.7096129783358532,0.3015026660201054,0.869685419165506,0.1955792682926827,0.3364532843045509,0.3871226842855285,0.3714797747055816,0.14394207549692845,0.3401281171363151,0.709612978337451,0.7096129783358679,0.13756585119426135,0.9946236559139785,0.292105409772132,0.38455197132634245,0.21495713419091333,0.8351254480286741,0.22043010752688172,0.25836384149585484
-4139512004,0.707803122981083,0.3005332040711456,0.8198902397632027,0.1952743902439025,0.33923969964712797,0.3862895431995357,0.3704390847247994,0.1448114259336774,0.3379679144391459,0.7078031229826087,0.7078031229810694,0.13584323296120615,0.9946524064171123,0.29719320606245303,0.387914438502944,0.19700929888569157,0.8343137254901959,1.0,0.257692175566094
-4139511866,0.7255306875769066,0.3155598642754086,0.34753170575192044,0.20000000000000043,0.33779128122953195,0.3779347757522226,0.3633697807220624,0.13865345063328965,0.3338197616135829,0.7255306875785226,0.7255306875769371,0.10667978495371229,1.0,0.2846621273363542,0.3863176265272159,0.20054211875881506,0.8335951134380448,0.18324607329842932,0.25235153648687675
-4139511854,0.7404893007244169,0.325754522030104,0.7600944374055377,0.2032068356867779,0.33831469866277525,0.38537729866835746,0.37047380355651066,0.143783929465214,0.3378387458013625,0.7404893007260135,0.7404893007244256,0.14060402684555978,1.0,0.2909871829833658,0.381403508772051,0.20102215098380152,0.8343859649122803,0.22631578947368422,0.25676772230375516
-4139511850,0.7398730792690427,0.3257366635205352,0.7432569388449484,0.20320121951219508,0.3419552767920193,0.38895370957514197,0.37397064088793436,0.1461575482231548,0.3410414333713568,0.7398734970480686,0.7398734970463148,0.13846697280103853,0.9947368421052631,0.2898554676847567,0.37119298245635046,0.20634048926584908,0.8364912280701755,0.21578947368421053,0.2598219317030233
-4139511842,0.708412851752877,0.30056672270240514,0.8366776851801497,0.1954268292682926,0.34056333369984043,0.38352986413740053,0.3685410334346509,0.1440236423913214,0.3350611136267596,0.7084128517544347,0.7084128517528946,0.13922604598022933,1.0,0.2948131407783048,0.3868085106385187,0.20265612219951631,0.832890070921985,0.2393617021276596,0.25541026926066607
-4139511826,0.7304902198343953,0.3189529810947974,0.4844638949669873,0.20106707317073283,0.3393373329687393,0.38565630944831886,0.370354457572503,0.1373214491972434,0.33732362822016704,0.730490219835973,0.7304902198343926,0.13516425291408674,0.9947368421052631,0.2888873738751031,0.3837894736844682,0.2036708095748737,0.8395614035087723,1.0,0.25701566550227345
-4113511826,0.9448630429738092,0.7372758119240929,0.22445716209367023,0.01616000234521584,0.31906387006681336,0.3636121408711768,0.34910823303680466,0.13388209723707167,0.317174713584893,0.9448630429758829,0.9448630429738536,0.14992578729988576,1.0,0.29051664009565603,0.3468589743591023,0.1814825838163703,0.8320512820512815,0.2692307692307692,0.24209355954559447
-4113511818,0.8789490395286383,0.6859016731177847,0.7123864465304597,3.079576250309091e-06,0.33767729105050653,0.3854082998661308,0.35615795139604606,0.14823989714260383,0.32372662798022084,0.8789490395741951,0.878949039530082,0.10631482610869629,0.9999999998998989,0.29209190349086733,0.3615488215487853,0.1943398034240715,0.8330808080808088,1.0,0.2554885038647631
-4113511814,0.8958737237406608,0.6989820650168311,0.1712751143848609,0.00411585365853661,0.3444941644461554,0.39196787148594353,0.3625025767882904,0.1442238773987129,0.329271437781885,0.8958737237135134,0.895873723743228,0.13180462340862845,0.9949494948498994,0.2949573454754806,0.3605387205398483,0.19342955263915096,0.8345117845117845,0.21212121212121213,0.2617178206044917
-4113511808,0.9266101408933468,0.7203102278232228,0.8060535933174483,0.010823170731707419,0.34180614708415596,0.3895414117201785,0.3738409849105439,0.14631918405803226,0.34169544391288575,0.926610140896342,0.926610140893302,0.13464984714845601,0.9947643979057592,0.28711716355152855,0.3790575916231734,0.20246070684527998,0.8342931937172772,0.21465968586387435,0.2601096449434523
-4113511796,0.9100727067467939,0.7101308773624425,0.3502862321241457,0.007622721113574889,0.34144554351735196,0.3872094438359495,0.35811631049726217,0.1412996091123378,0.32600472813293835,0.910072706748617,0.9100727067467814,0.10675547420501591,1.0,0.29131993510231935,0.37218855218878166,0.1866745336538789,0.8322390572390566,1.0,0.2583652369522334
-4113511792,0.9200465424244602,0.7164323800287021,0.6251907989531158,0.009603658536585511,0.3381018577017768,0.3862004114017042,0.3589403240971179,0.13937409674023593,0.32598858329064406,0.9200465424271514,0.9200465424244649,0.10399410705508699,0.9951219512195122,0.28967521799570395,0.35232520325231953,0.1909501601254491,0.8341463414634143,0.17560975609756097,0.2579307463311744
-4113511780,0.8795937806796374,0.6863790595926931,0.7301500469105213,0.00015243902439029974,0.34749391985161615,0.3924022621096626,0.36269609884770165,0.14259961482764286,0.332729049065743,0.8795937806610469,0.8795937806778517,0.13561498424168392,0.9948979590840831,0.29679073702019704,0.36602040816333153,0.18954221728215517,0.8319727891156461,1.0,0.26172267621411693
-4113511756,0.9326675753285955,0.7237033446439224,0.9731522318331894,0.011890243902439016,0.34371392520505234,0.3938448092889691,0.3790020325919662,0.1456860641850276,0.3458604343519164,0.932667986614145,0.9326679866119064,0.13452376812591976,0.9948186528497409,0.29590056108888885,0.3686701208983667,0.20023332876314862,0.8329879101899821,0.21243523316062177,0.2630504487914909
-4113511752,0.9301672823211102,0.7222516503344083,0.9041823636889947,0.011434498365602222,0.3361332193783351,0.38507017761768686,0.36931061084227523,0.14075332393155313,0.3386926957672977,0.9301672823229831,0.9301672823210385,0.10791877118928528,0.9948453608247423,0.284106084076706,0.38529209622022964,0.1949035210069261,0.8342783505154638,1.0,0.25667233272285633
-4113511748,0.9314147913690028,0.7227591290998517,0.9385826951120633,0.011737804878048727,0.34334520725288953,0.3909513052208832,0.375803099017385,0.1479631492318948,0.34133421985886186,0.9314147913697478,0.9314147913690006,0.1366051454138089,1.0,0.2942438471502599,0.37812500000020455,0.19790366533508164,0.833940972222222,0.21875,0.2609296930766335
-4111512062,0.48327734219626056,0.12651478429410803,0.7061833839194548,0.14054878048780492,0.34099392723729893,0.3818370255214398,0.36570111915734077,0.1377535770189806,0.3418668496918097,0.4832773421973441,0.4832773421963213,0.16417695027776014,1.0,0.27905454342860386,0.3849820788532681,0.23359047450300233,0.83100358422939,1.0,0.26086205705624227
-4111512058,0.4892413046928908,0.13136209403758747,0.8707187708104828,0.1420731707317069,0.33630885334437555,0.38369565217391216,0.36780291826875733,0.14847452371107792,0.33570767807649987,0.48924130469403593,0.48924130469294563,0.13886051940465832,0.9945652173913043,0.2865369452579415,0.38797101449293736,0.20083190431720038,0.8336050724637676,0.22282608695652173,0.2559468392143673
-4111512050,0.49613388925554597,0.13817639104991744,0.007508925486626356,0.1443597560975611,0.32909735478498875,0.37331642358909256,0.3584675975653424,0.13569283486697728,0.32621500559975475,0.49613388925673435,0.49613388925560475,0.09371246909211961,0.9947368421052631,0.2872920643577855,0.3822456140352451,0.18293612213238836,0.8334210526315787,0.17894736842105263,0.24669221232966276
-4111511824,0.9461288736944722,0.7377812800519331,0.25959816988225565,0.016319942611190793,0.3393643844715959,0.384369563816764,0.3693477390956387,0.14259336773214318,0.3359995448863192,0.9461288736945528,0.9461288736944078,0.1370993791048278,0.9946524064171123,0.2892826466432078,0.38559714795030936,0.2047810636983611,0.8348484848484836,0.22459893048128343,0.2564898258312534
-4111511820,0.9320410702604516,0.7232287651028231,0.955823891300296,0.01174179542842543,0.3426877899238583,0.39028575033116747,0.37552682504066226,0.14307326395937142,0.3419405146492641,0.932041070262525,0.9320410702604663,0.1364243297374346,1.0,0.2963133765564394,0.37542757417116723,0.20278221411318792,0.8326352530541012,0.21465968586387435,0.26041234570695637
-4111511816,0.3449611133370506,0.01699123124226442,0.8200016208760241,0.10625000000000036,0.33803492611684693,0.38517243577484506,0.370466352325763,0.1542442222764096,0.33716086907641685,0.3449611133377865,0.34496111333704577,0.135950427896664,1.0,0.2900594895413553,0.37559082892436874,0.19966082622072218,0.8322751322751316,1.0,0.25672138948387585
-4045511828,0.29655329245740336,0.5075159502697003,0.5858300313437425,0.5692073170731687,0.332950567146567,0.3832497557798755,0.36793528222099703,0.1417248265090256,0.3384933870047023,0.2965532924581282,0.2965532924574039,0.13723925267540862,1.0,0.2902674695420813,0.38630630630651785,0.20763989151383247,0.8332432432432426,1.0,0.2557439666649638
-4045511812,0.2959547946240402,0.5070467441369045,0.5694075521585917,0.5690548780487785,0.329999168766925,0.37703756201275657,0.36201147125516925,0.14625883604755344,0.3327796108778353,0.295955219104318,0.295955219103618,0.10644941320021882,0.9946524064171123,0.28327006732980564,0.38770053475955624,0.20835591532463404,0.8309269162210332,1.0,0.25174913259079973
-4043511808,0.27383746212302623,0.4876683386367409,0.9571758158112406,0.562958145546129,0.3310289479603919,0.37921686746987904,0.36503006999901466,0.14828965363697102,0.33571924144373594,0.27383746212371163,0.27383746212304205,0.13731032973435192,0.9945652173913043,0.2850022527596311,0.38909420289878527,0.2106405608975688,0.8338768115942028,1.0,0.25370077274026664
