WAFER_ID,sae_features_0,sae_features_1,sae_features_2,sae_features_3,sae_features_4,sae_features_5,sae_features_6,sae_features_7,sae_features_8,sae_features_9,sae_features_10,sae_features_11,sae_features_12,sae_features_13,sae_features_14,sae_features_15,sae_features_16,sae_features_17,sae_features_18,sae_features_19,sae_features_20,sae_features_21,sae_features_22,sae_features_23,sae_features_24,sae_features_25,sae_features_26,sae_features_27,sae_features_28,sae_features_29,sae_features_30,sae_features_31,sae_features_32,sae_features_33,sae_features_34,sae_features_35,sae_features_36,sae_features_37,sae_features_38,sae_features_39,sae_features_40,sae_features_41,sae_features_42,sae_features_43,sae_features_44,sae_features_45,sae_features_46,sae_features_47,sae_features_48,sae_features_49,sae_features_50,sae_features_51,sae_features_52,sae_features_53,sae_features_54,sae_features_55,sae_features_56,sae_features_57,sae_features_58,sae_features_59,sae_features_60,sae_features_61,sae_features_62,sae_features_63
-4228160600,1.5562254,1.51049,2.4186826,5.560544,4.0581303,3.5072155,0.0,0.0,0.0,1.1290308,4.734608,0.0,3.4229736,6.3173265,5.8716593,2.3206549,5.226751,0.0,1.6100806,3.9601276,0.85555863,2.6746693,1.9129521,3.149772,5.4865556,0.0,0.0,0.0,3.7050366,1.7586733,4.1238027,0.0,0.081063196,4.143642,1.3787968,5.3077526,6.312648,1.183368,0.0,3.1580892,0.41278616,1.6893038,2.3169656,0.0,3.9364312,0.0,0.0,3.1124423,0.0,2.6952577,0.83603996,5.536162,2.8674634,2.677573,2.3968964,2.4819064,1.314053,5.578667,0.9226929,5.1317286,4.4497476,3.177998,2.8939128,0.0
-4228160596,1.2196809,1.4749268,2.7349782,5.8622136,4.325039,3.3354585,0.0,0.0,0.0,0.7327789,4.8975935,0.0,3.6743107,6.4619145,6.014616,2.0104055,5.3879294,0.0,1.5580858,4.0558424,0.6126177,2.5200846,1.4924018,3.2309859,5.5473084,0.0,0.0,0.0,3.8277156,1.9150654,4.1181264,0.0,0.0,4.1819983,1.2354577,5.3239765,6.1287684,1.0452816,0.0,3.085804,0.14947882,1.7215525,2.1094618,0.0,4.007719,0.0,0.0,3.1768014,0.0,2.4697418,0.85567707,5.591667,2.8213022,2.798277,2.2915976,2.625485,0.9101193,5.684175,0.39714354,4.569494,4.504412,2.8244917,2.9322293,0.0
-4228160580,1.5670555,1.2750629,2.5646608,5.7576456,3.778676,3.365158,0.0,0.0,0.0,0.7248721,4.3986416,0.0,3.2653017,5.8545957,5.657537,2.3273425,5.009658,0.0,1.2548126,3.442413,0.9001979,2.58829,1.8413274,2.9223027,5.10731,0.0,0.0,0.0,3.5544078,1.674266,3.7726388,0.0,0.0,3.9658594,1.15781,5.189801,5.709728,1.1353647,0.0,3.0381763,0.5061764,1.7428731,2.3278463,0.0,4.094772,0.0,0.0,2.8108575,0.0,2.1603026,0.74982387,4.8821745,2.672104,2.4674683,2.3388534,2.4183543,1.3114893,5.352358,0.46642488,4.874946,4.324697,2.8037806,2.7839513,0.0
-4226160424,1.6448061,1.8817372,4.8377004,3.8652318,6.321748,3.1920254,0.8365792,0.0,0.0,0.0,5.4334207,0.0,4.515778,5.232016,5.7773485,1.9000876,6.2309523,0.0,3.445364,5.608029,0.6056731,1.4445573,2.5859666,4.503398,4.982829,0.0,0.0,0.0,4.1516466,2.2589118,4.494003,0.0,1.4684192,6.1343427,1.4472028,5.4395194,4.4122167,0.0,0.0,3.8673582,0.0,2.0985968,1.6827661,0.0,3.0654721,0.0,0.0,3.4365377,0.0,4.3787975,0.14268713,4.280684,3.7100995,3.2870271,4.0939026,2.4550543,2.250714,5.7556424,0.0,1.2578014,3.774084,0.0,3.8811202,0.0
-4226160416,1.749903,1.0967464,2.6108263,5.438823,4.4525733,3.4420981,0.0,0.0,0.0,0.73627096,4.267249,0.0,3.258875,6.5055013,5.712405,2.1222606,5.384479,0.0,1.4908797,4.2956057,0.6007017,2.1215913,1.4648705,2.8503382,5.1897807,0.0,0.0,0.0,3.4152193,1.4211767,3.9489543,0.0,0.0,4.4799933,0.615909,5.2731996,5.8068733,0.42569205,0.0,3.4696102,0.0,1.4087467,1.4929216,0.0,3.683449,0.0,0.0,3.1829717,0.0,2.5062678,0.9293387,5.104513,2.8812473,1.8500158,2.2898562,2.32746,0.833104,5.004179,0.34786713,4.5775146,4.26501,2.3856504,3.2380004,0.0
-4226160396,1.1700331,1.5396649,2.9248214,5.6950383,4.5151396,3.281989,0.0,0.0,0.0,0.41792136,5.0453014,0.0,4.0690527,6.4964767,6.000202,1.7323045,5.4487543,0.0,1.7345836,4.369954,0.5320443,2.0767193,1.3749266,3.2831433,5.659436,0.0,0.0,0.0,4.5192947,1.9972873,4.089748,0.0,0.0,4.0255632,1.0321676,5.3253207,6.2076817,0.6334119,0.0,3.2002964,0.0,2.3261316,2.054318,0.0,3.9690928,0.0,0.0,3.0376697,0.0,2.6581275,0.7325169,5.5186315,3.0156283,2.4837983,2.208577,3.1278858,0.5947702,5.7933774,0.20861448,4.198079,4.673932,2.451327,2.7674587,0.0
-4224160694,1.4604506,1.5859108,4.4847617,3.9346652,6.0492544,2.9146752,0.51308036,0.23032619,0.0,0.0,5.1533895,0.0,4.2002587,5.020576,5.3988137,1.5316674,6.100601,0.0,3.0725749,5.2866893,0.3139899,1.4670389,2.2212384,3.8947833,4.7124863,0.0,0.0,0.0,3.7079778,2.0305862,4.09066,0.0,1.2590877,5.708633,1.1100982,5.165579,4.2179084,0.0,0.0,3.6800213,0.0,1.826113,1.3047,0.0,2.909822,0.0,0.0,3.1732104,0.0,3.8235643,0.014753102,4.0922084,3.413915,2.9631515,3.7434614,2.2722528,1.8292744,5.5128856,0.0,1.3507487,3.5013082,0.0,3.6013784,0.0
-4224160690,1.4101502,1.540856,4.4540305,4.011873,5.9760222,2.8986523,0.43314958,0.2811867,0.0,0.0,5.050623,0.0,4.115411,4.9961815,5.3745704,1.502544,6.120295,0.0,3.0203307,5.265605,0.2029897,1.4621204,2.1921375,3.7695053,4.7047668,0.0,0.0,0.0,3.569655,2.0281546,4.0106688,0.0,1.1790583,5.6880794,1.0993254,5.0994806,4.1875906,0.0,0.0,3.7261748,0.0,1.734629,1.1683512,0.0,2.9243798,0.0,0.0,3.1182117,0.0,3.6672883,0.0,4.0401587,3.3738384,2.9443479,3.6568244,2.2145073,1.7186108,5.4016347,0.0,1.3468348,3.4382734,0.0,3.5954785,0.0
-4224160662,1.4931852,2.319662,4.8896236,3.5580695,6.3589334,3.213707,1.4368594,0.0,0.0,0.0,5.229405,0.0,4.776321,5.087066,5.6137547,1.9894011,5.71794,0.0,3.9036713,5.6687913,1.1831603,1.2003329,2.700243,4.9303646,4.717529,0.0,0.0,0.0,4.7612305,2.4930818,4.6511073,0.0,1.7321029,5.8956003,1.7222006,5.26338,4.146883,0.0,0.0,3.9314344,0.0,2.2190843,2.3807328,0.0,2.9410188,0.0,0.0,3.628439,0.0,4.9285936,0.30747816,4.1371284,4.0066686,3.6238396,3.8733718,2.3985465,2.6260178,5.670887,0.0,0.8014199,3.8608253,0.0,3.8433237,0.0
-4224160654,1.1078418,1.5436735,2.6941671,5.5689692,4.2857046,3.220934,0.0,0.03632757,0.0,0.7982301,5.0082006,0.0,3.8434277,6.349659,5.954327,1.7819717,5.305035,0.0,1.5785354,4.2625575,0.69959974,2.2920742,1.6835243,3.152738,5.471482,0.0,0.0,0.0,3.8983812,1.688552,3.991726,0.0,0.10278045,4.204012,1.2818974,5.0882325,6.279266,0.84455913,0.0,2.9163496,0.050820973,1.8122299,2.0241334,0.0,3.7674234,0.0,0.0,3.2863533,0.0,2.553434,0.91811347,5.6349006,3.0592632,2.624191,2.3370116,2.810394,0.9781418,5.5498915,0.4765599,4.3521523,4.274969,2.7103732,2.8026066,0.0
-4224160650,1.4489052,2.0609803,4.7326117,3.8377707,6.246745,3.1524734,0.9148448,0.0,0.0,0.0,5.082983,0.0,4.471725,5.1382914,5.521554,1.8103702,5.679227,0.0,3.7610536,5.551167,0.81559056,1.313219,2.5862374,4.3154893,4.779763,0.0,0.0,0.0,4.171741,2.2349243,4.338087,0.0,1.5665674,5.9434853,1.5226424,5.1446533,4.2445097,0.0,0.0,3.8550804,0.0,1.6363846,1.8308864,0.0,2.702175,0.0,0.0,3.4119267,0.0,4.281954,0.3020818,4.348362,3.8658185,3.3078115,3.8026628,2.2623184,2.4746072,5.585503,0.0,1.1624811,3.6193151,0.0,3.8015296,0.0
-4224160646,2.3143845,2.0102499,4.809869,3.7333093,5.8980412,3.0427666,1.0183555,0.14253774,0.0,0.0,5.250985,0.0,4.1029344,5.335648,5.915318,2.4364276,6.4767575,0.0,2.9219007,5.941345,0.9196359,2.008869,2.6269317,4.4903893,4.8877907,0.0,0.0,0.0,3.9598527,2.459534,4.42478,0.0,1.5423157,5.965401,1.8451524,5.4816575,4.1246023,0.0,0.0,3.7741416,0.0,2.120552,1.9110348,0.0,3.0688539,0.0,0.0,3.6030004,0.0,4.045705,0.2978944,4.2801833,3.452324,3.393345,4.117461,2.780554,2.2608867,5.4037395,0.0,1.7610568,3.8165991,0.0,4.2044735,0.0
-4224160600,1.4890429,2.1855125,4.463696,4.1208386,5.9388604,3.2440348,1.0688008,0.4228184,0.0,0.0,5.037537,0.0,4.4386163,5.4474797,5.454592,2.1391714,6.162159,0.0,3.3177671,5.6175375,0.9419868,1.6497891,2.325795,3.8593466,4.677481,0.0,0.0,0.0,4.3278384,2.0551,3.8226144,0.0,1.5063013,5.8754697,2.164485,5.208899,4.526253,0.37694922,0.0,3.6515834,0.0,1.8153211,1.9571526,0.0,2.7466273,0.0,0.0,3.599431,0.0,3.683191,0.5467961,4.588623,3.7616503,3.3857174,3.581582,2.3304446,2.064485,5.7334347,0.0,1.3135438,3.6564562,0.25041032,3.7421448,0.0
-4222160448,3.2163117,2.816217,2.4955745,4.996021,3.38109,2.6544783,1.5731277,0.0,0.0,1.3274316,3.8513556,0.0,3.8644743,3.9397807,4.779822,3.6192784,3.180498,0.0,3.8578591,2.8442652,2.6150453,4.328172,3.7162185,3.6525643,4.054391,0.0,0.0,0.0,5.648499,3.1734674,3.9457822,0.0,1.6162926,3.0561984,1.065367,4.4527073,5.220512,2.22527,0.0,4.178666,1.4198214,4.9037137,4.5302653,0.0,3.3948433,0.0,0.0,2.2378929,0.0,4.1297507,0.0,4.513736,2.193563,3.6927314,1.7252439,2.722364,4.6096706,4.0865035,2.4115596,4.5541434,5.4325933,3.0346768,0.79553795,0.0
-4222160428,1.5570756,1.4298738,3.36719,5.08374,5.334343,2.957231,0.0,0.46462834,0.0,0.0,4.173017,0.0,3.4824195,5.5735083,5.25584,1.5894991,5.467174,0.0,1.8235575,4.6968665,0.10092064,2.0321267,1.593962,2.7630951,4.8906364,0.0,0.0,0.0,2.9953845,1.9867771,3.6400642,0.0,0.8831311,5.0543094,0.9580775,5.0137963,4.522215,0.5381167,0.0,3.9867454,0.0,0.8737344,0.6259946,0.0,3.0348034,0.0,0.0,3.3145964,0.0,2.3184578,0.6180413,4.808207,2.7049525,2.122826,2.3125448,2.1306202,0.0,4.711915,0.0,2.4260552,3.5685756,2.0227687,3.3905253,0.0
-4222160420,1.4381387,1.3504475,3.403442,5.096561,5.4952106,3.303151,0.0,0.5069063,0.0,0.0,4.2153707,0.0,3.662747,5.5899467,5.1909013,1.4763532,5.5302315,0.0,2.042781,4.779255,0.020765755,1.9581321,1.4817455,2.794187,4.6357245,0.0,0.0,0.0,2.9702494,1.9808542,3.6370947,0.0,0.75195163,5.110361,0.6768177,5.1457076,4.664792,0.33405703,0.0,4.06892,0.0,0.9743392,0.5373935,0.0,2.9991095,0.0,0.0,3.1886215,0.0,2.5767915,0.513162,4.790476,2.7519422,2.2466302,2.5765932,2.190569,0.1962296,4.950952,0.0,2.4802356,3.5940769,1.7780244,3.5000792,0.0
-4222160392,1.5617756,1.4367951,3.3541062,5.1361785,5.3676524,3.0140572,0.0,0.47724763,0.0,0.0,4.2170744,0.0,3.5360465,5.604687,5.30171,1.6079465,5.5149374,0.0,1.8175328,4.733238,0.066729635,2.0958643,1.6143835,2.7895052,4.909394,0.0,0.0,0.0,3.042018,2.0490682,3.6651525,0.0,0.84124774,5.068315,0.97828585,5.0830436,4.5740623,0.5043398,0.0,4.023541,0.0,0.8746735,0.58531326,0.0,3.040483,0.0,0.0,3.3147793,0.0,2.355423,0.64662826,4.877303,2.7464683,2.195521,2.3649929,2.1400285,0.004338037,4.783542,0.0,2.4306824,3.6061916,2.0363572,3.393963,0.0
-4220160702,1.7793674,3.1307492,3.212054,3.772332,4.8022237,2.6128886,2.3922718,0.0,0.0,0.081876226,5.847481,0.0,6.026456,3.6677573,5.9710903,2.8818717,3.7081378,0.0,5.6340675,3.321704,1.8074248,2.5032167,3.2241304,4.606189,4.0946407,0.0,0.0,0.0,8.553807,2.5823522,3.3725839,0.0,1.4310368,4.0454974,0.5035917,3.7081187,5.5289116,1.1262685,0.0,3.8371046,0.0,6.7318573,4.3398595,0.0,3.5067294,0.0,0.0,1.8535321,0.0,6.345047,0.0,4.432019,1.8573582,3.646723,1.4298427,2.8002923,4.1182265,5.1966076,0.91884625,2.4419758,5.667213,1.1007372,0.7159703,0.0
-4220160694,1.8045099,4.089527,3.345552,3.275154,5.843257,3.0257683,3.1487572,0.0,0.0,0.0,6.48008,0.0,6.988281,4.0889916,5.7368827,3.5378149,3.922586,0.0,7.29129,3.9413674,2.1333976,2.172581,4.302259,6.412386,4.5742064,0.0,0.0,0.0,9.537716,2.8232546,4.5619802,0.0,2.4624178,5.381095,0.8760904,4.4649463,5.8546724,1.4678359,0.0,4.046045,0.0,7.506995,6.251978,0.0,3.8396,0.0,0.0,2.9810662,0.0,8.002215,0.0,5.5936627,1.7381619,4.845534,2.2117066,3.3309634,5.3965645,5.980491,1.7299628,2.0800686,6.0785084,1.8089012,0.8783236,0.0
-4220160674,1.7474715,1.5632122,3.6772208,5.402054,5.644314,3.5548308,0.0,0.3782311,0.0,0.0,4.400771,0.0,3.751883,6.006648,5.5702343,1.8245652,5.770158,0.0,2.153533,5.1345863,0.38051316,2.3518624,1.7888817,3.0690856,5.0121107,0.0,0.0,0.0,3.2923176,2.1244638,3.9317725,0.0,1.1641163,5.3077903,0.97683203,5.452424,5.0731764,0.57417524,0.0,4.345281,0.0,1.0658268,0.7633586,0.0,3.0393887,0.0,0.0,3.4854538,0.0,2.71812,0.7635137,5.227651,3.0253508,2.414183,2.6874585,2.378073,0.32462308,5.1647367,0.0,2.770137,3.8297303,2.2243967,3.7914817,0.0
-4220160650,0.9502771,1.4028966,3.5974116,5.7602897,6.167612,4.7995176,0.27770197,0.11356796,0.0,0.0,5.190894,0.0,4.8921995,5.9029603,5.724347,2.064899,6.509694,0.0,2.7331324,5.3624973,0.0,1.8778522,1.7800422,3.9345686,4.956895,0.0,0.0,0.0,4.112247,2.3250642,4.3320465,0.0,0.35381445,5.496355,1.3942642,6.3361874,5.2385325,0.045541137,0.0,4.4388413,0.0,1.5236753,2.0923262,0.0,3.3681874,0.0,0.0,3.5720432,0.0,2.7575583,1.2751026,5.427369,3.0307717,3.788109,3.8980198,2.9187276,1.4883285,6.3275795,0.0,2.6348188,4.354218,1.4092005,3.9520535,0.0
-4220160646,1.080105,3.1823163,3.7411275,3.4069562,6.4878345,3.1852968,3.2977662,0.0,0.0,0.0,6.822343,0.0,7.1083293,4.470749,5.405512,3.9231796,4.304161,0.0,6.677938,4.3820868,1.8924229,2.3047533,3.9782486,5.4745154,4.372266,0.0,0.0,0.0,8.324724,3.9673278,4.121352,0.0,2.6145556,5.374674,2.8692844,3.6975415,6.00086,0.5220291,0.0,3.4787621,0.0,6.1145406,5.0649233,0.0,4.1021304,0.0,0.0,3.8394809,0.0,6.614618,0.32498252,4.951587,2.8844619,4.8613954,3.5525455,1.5500106,5.397617,5.9457846,1.8729054,0.89365923,4.6387453,0.34886768,2.1672785,0.0
-4220160604,3.088121,2.7072306,2.3683858,4.9766726,3.4000213,2.6750646,1.5079073,0.0,0.0,1.3978829,3.7682457,0.0,3.7970824,3.977974,4.6612267,3.7311065,3.1883807,0.0,3.6827428,2.8163245,2.6039684,4.39869,3.6321242,3.593479,4.04781,0.0,0.0,0.0,5.539876,3.2103758,3.8758605,0.0,1.4713209,2.8632572,1.2207053,4.374107,5.204438,2.1739464,0.0,4.091898,1.4435282,4.6933436,4.510868,0.0,3.3555205,0.0,0.0,2.1702108,0.0,4.010583,0.0,4.434265,2.132603,3.7430634,1.7587731,2.6796048,4.489318,3.986466,2.508257,4.5058007,5.347201,2.9532628,0.84544367,0.0
-4216160702,1.5944449,1.3540393,3.390679,5.13319,5.480077,3.1844082,0.0,0.4727352,0.0,0.0,4.2999754,0.0,3.8103523,5.70151,5.369473,1.5860728,5.535848,0.0,1.8290923,4.792229,0.15202582,2.1098516,1.5591453,2.9235256,4.781084,0.0,0.0,0.0,3.0792046,2.1551807,3.744133,0.0,0.66180694,5.129691,0.78975993,5.3105774,4.7559376,0.32519603,0.0,4.0809045,0.0,0.9649597,0.4984167,0.0,3.166076,0.0,0.0,3.3208473,0.0,2.6230886,0.53810596,4.9474883,2.8337562,2.3241997,2.5948114,2.2652276,0.15265141,4.9880776,0.0,2.6419837,3.7663364,1.8758309,3.5305316,0.0
